name,review_count,rating,price,distance,category_1,category_2,category_3,yelp_bike_station_coordinates
The Henry,57,4.0,$$$,282.18133126216543,American (New),Coffee & Tea,Coffee & Tea,"25.767497,-80.195732"
B Bistro + Bakery,1047,4.5,$$,470.13224059195926,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.767497,-80.195732"
La Sandwicherie Brickell,740,4.0,$$,240.24924310792363,Sandwiches,French,French,"25.767497,-80.195732"
El Cielo by Juan Manuel Barrientos,240,4.0,$$$$,450.5339783680168,Colombian,American (New),American (New),"25.767497,-80.195732"
Toasted Bagelry & Deli,580,3.5,$$,137.2595560251431,Bagels,Delis,Delis,"25.767497,-80.195732"
Vale Food Co,34,4.5,$$,334.3604450771857,American (New),Acai Bowls,Acai Bowls,"25.767497,-80.195732"
Puroast Coffee,224,4.5,$$,221.8175717055665,Coffee & Tea,,,"25.767497,-80.195732"
Steak Brasil Churrascaria,430,4.0,$$,699.2367304530898,Brazilian,Steakhouses,Steakhouses,"25.767497,-80.195732"
Raw Jūce - Brickell,158,4.5,$$,283.6511508044101,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.767497,-80.195732"
Friend's Market and Bistro,353,3.5,$$,403.9870296291216,Pizza,Burgers,Burgers,"25.767497,-80.195732"
Rosetta Bakery,95,3.5,$$,282.2753042530966,Bakeries,Coffee & Tea,Coffee & Tea,"25.767497,-80.195732"
Atelier Monnier Brickell Cafe,308,4.0,$$,507.63428611025904,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.767497,-80.195732"
Sproutz - Brickell,71,4.0,$$,371.04227282762866,Juice Bars & Smoothies,Burgers,Burgers,"25.767497,-80.195732"
Roy de France,67,4.5,$$,316.0226723907824,Candy Stores,Gelato,Gelato,"25.767497,-80.195732"
YUZU Frozen Yogurt & Crêpes,148,3.5,$,263.0801954160153,Ice Cream & Frozen Yogurt,Creperies,Creperies,"25.767497,-80.195732"
D'Oro Caffe & Market,105,4.5,$$,1088.0129215264146,Italian,Desserts,Desserts,"25.767497,-80.195732"
Poke 305,211,4.0,$$,620.9324368341576,Hawaiian,Poke,Poke,"25.767497,-80.195732"
Crema Gourmet Espresso Bar - Miami,103,4.5,$$,1014.3969257020536,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.767497,-80.195732"
Suite Habana Cafe,203,5.0,$$,3830.2164470551993,Coffee & Tea,Bakeries,Bakeries,"25.767497,-80.195732"
Atlantis Cafe,160,4.5,$,856.0461946301299,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.767497,-80.195732"
Poke 305,211,4.0,$$,51.92693535968293,Hawaiian,Poke,Poke,"25.76258,-80.193948"
B Bistro + Bakery,1047,4.5,$$,622.7303322331509,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.76258,-80.193948"
La Sandwicherie Brickell,740,4.0,$$,382.6898341383162,Sandwiches,French,French,"25.76258,-80.193948"
Atelier Monnier Brickell Cafe,308,4.0,$$,375.8587228136542,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.76258,-80.193948"
Vale Food Co,34,4.5,$$,303.71400215862576,American (New),Acai Bowls,Acai Bowls,"25.76258,-80.193948"
True Baristas Coffee,94,4.5,$$,175.4535099494169,Coffee & Tea,Food Trucks,Food Trucks,"25.76258,-80.193948"
Sproutz - Brickell,71,4.0,$$,204.51687444670065,Juice Bars & Smoothies,Burgers,Burgers,"25.76258,-80.193948"
The Henry,57,4.0,$$$,462.5955853272584,American (New),Coffee & Tea,Coffee & Tea,"25.76258,-80.193948"
Crema Gourmet Espresso Bar - Brickell,68,3.5,$$,262.50404079882435,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.76258,-80.193948"
El Cielo by Juan Manuel Barrientos,240,4.0,$$$$,793.8863322637916,Colombian,American (New),American (New),"25.76258,-80.193948"
Raw Jūce - Brickell,158,4.5,$$,307.9995580098253,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.76258,-80.193948"
Rosetta Bakery,95,3.5,$$,362.6419904078566,Bakeries,Coffee & Tea,Coffee & Tea,"25.76258,-80.193948"
Freddo,139,3.5,$$,106.03794489272785,Desserts,Gelato,Gelato,"25.76258,-80.193948"
La Estacion Cafe,131,3.5,$,251.15096731321822,Coffee & Tea,Colombian,Colombian,"25.76258,-80.193948"
Suite Habana Cafe,203,5.0,$$,4376.865385169199,Coffee & Tea,Bakeries,Bakeries,"25.76258,-80.193948"
Greenlife Organic Bowls,148,4.0,$$,439.01147109035287,Juice Bars & Smoothies,Cafes,Cafes,"25.76258,-80.193948"
Toasted Bagelry & Deli,580,3.5,$$,446.6102692350731,Bagels,Delis,Delis,"25.76258,-80.193948"
Puroast Coffee,224,4.5,$$,569.6882258087579,Coffee & Tea,,,"25.76258,-80.193948"
Aficionado's Brickell,42,4.0,$$,375.2318281509907,Tobacco Shops,"Beer, Wine & Spirits","Beer, Wine & Spirits","25.76258,-80.193948"
Stefano Versace Gelato Bistro Café,55,4.0,$$,448.75678826413673,Gelato,Coffee & Tea,Coffee & Tea,"25.76258,-80.193948"
B Bistro + Bakery,1047,4.5,$$,182.2488903663547,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.76589,-80.191042"
The Henry,57,4.0,$$$,220.59056375778223,American (New),Coffee & Tea,Coffee & Tea,"25.76589,-80.191042"
Atelier Monnier Brickell Cafe,308,4.0,$$,97.50126770343445,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.76589,-80.191042"
El Cielo by Juan Manuel Barrientos,240,4.0,$$$$,402.877764427137,Colombian,American (New),American (New),"25.76589,-80.191042"
La Sandwicherie Brickell,740,4.0,$$,294.51299414187696,Sandwiches,French,French,"25.76589,-80.191042"
Vale Food Co,34,4.5,$$,253.26212902117322,American (New),Acai Bowls,Acai Bowls,"25.76589,-80.191042"
Friend's Market and Bistro,353,3.5,$$,313.7460260518696,Pizza,Burgers,Burgers,"25.76589,-80.191042"
Crema Gourmet Espresso Bar - Brickell,68,3.5,$$,208.4637070440852,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.76589,-80.191042"
Steak Brasil Churrascaria,430,4.0,$$,778.2050459845362,Brazilian,Steakhouses,Steakhouses,"25.76589,-80.191042"
Poke House Brickell,8,4.5,$$,23.9768434244845,Poke,,,"25.76589,-80.191042"
Rosetta Bakery,95,3.5,$$,257.1537596898509,Bakeries,Coffee & Tea,Coffee & Tea,"25.76589,-80.191042"
Roy de France,67,4.5,$$,194.1730179956281,Candy Stores,Gelato,Gelato,"25.76589,-80.191042"
Greenlife Organic Bowls,148,4.0,$$,95.97049712624175,Juice Bars & Smoothies,Cafes,Cafes,"25.76589,-80.191042"
Poke 305,211,4.0,$$,475.76006080239387,Hawaiian,Poke,Poke,"25.76589,-80.191042"
Raw Jūce - Brickell,158,4.5,$$,324.25666480633515,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.76589,-80.191042"
Toasted Bagelry & Deli,580,3.5,$$,394.7557251636734,Bagels,Delis,Delis,"25.76589,-80.191042"
Puroast Coffee,224,4.5,$$,319.3162922398582,Coffee & Tea,,,"25.76589,-80.191042"
Sproutz - Brickell,71,4.0,$$,385.06659564592906,Juice Bars & Smoothies,Burgers,Burgers,"25.76589,-80.191042"
D'Oro Caffe & Market,105,4.5,$$,1012.2857249189922,Italian,Desserts,Desserts,"25.76589,-80.191042"
The Plaza Market,39,3.5,$$,128.9138249639106,Grocery,Sandwiches,Sandwiches,"25.76589,-80.191042"
El Cielo by Juan Manuel Barrientos,240,4.0,$$$$,240.63901708254167,Colombian,American (New),American (New),"25.771428,-80.190815"
Steak Brasil Churrascaria,430,4.0,$$,198.12323539923653,Brazilian,Steakhouses,Steakhouses,"25.771428,-80.190815"
B Bistro + Bakery,1047,4.5,$$,434.11963578686044,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.771428,-80.190815"
Crema Gourmet Espresso Bar - Miami,103,4.5,$$,373.8093366525054,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.771428,-80.190815"
Chicken & The Egg,204,3.5,$$,241.90793115861734,Breakfast & Brunch,Burgers,Burgers,"25.771428,-80.190815"
Poke OG,87,4.5,$$,240.84254313650104,Poke,Hawaiian,Hawaiian,"25.771428,-80.190815"
D'Oro Caffe & Market,105,4.5,$$,437.1183004139266,Italian,Desserts,Desserts,"25.771428,-80.190815"
Jar + Fork Miami,324,4.5,$$,344.03365466782054,Juice Bars & Smoothies,Comfort Food,Comfort Food,"25.771428,-80.190815"
Eternity Coffee Roasters,250,4.5,$$,191.39568746755043,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.771428,-80.190815"
Friend's Market and Bistro,353,3.5,$$,331.7310477741449,Pizza,Burgers,Burgers,"25.771428,-80.190815"
El Sitio Coffee Bar,84,4.0,$,372.11102857388425,Coffee & Tea,Venezuelan,Venezuelan,"25.771428,-80.190815"
D'Oro Pizza Bar,39,4.0,$$,390.8440315267621,Pizza,Italian,Italian,"25.771428,-80.190815"
The Henry,57,4.0,$$$,575.8135313813187,American (New),Coffee & Tea,Coffee & Tea,"25.771428,-80.190815"
Atlantis Cafe,160,4.5,$,504.8992307830655,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.771428,-80.190815"
Manna Life Food,189,4.5,$$,403.5883106875964,Juice Bars & Smoothies,Vegan,Vegan,"25.771428,-80.190815"
"Sovereign - Poke, Boba, Asian Kitchen",165,4.5,$$,417.28318304271284,Bubble Tea,Poke,Poke,"25.771428,-80.190815"
A Family,53,4.5,$$,281.5516610204215,Bakeries,,,"25.771428,-80.190815"
La Sandwicherie Brickell,740,4.0,$$,679.573540259729,Sandwiches,French,French,"25.771428,-80.190815"
Atelier Monnier Brickell Cafe,308,4.0,$$,707.9747945765557,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.771428,-80.190815"
Whole Foods Market,232,3.5,$$,179.20681690822542,Grocery,Organic Stores,Organic Stores,"25.771428,-80.190815"
El Cielo by Juan Manuel Barrientos,240,4.0,$$$$,312.8088567678448,Colombian,American (New),American (New),"25.7717329,-80.1899646"
Steak Brasil Churrascaria,430,4.0,$$,240.55092586766992,Brazilian,Steakhouses,Steakhouses,"25.7717329,-80.1899646"
B Bistro + Bakery,1047,4.5,$$,479.63473937145204,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.7717329,-80.1899646"
Crema Gourmet Espresso Bar - Miami,103,4.5,$$,311.8860830735663,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.7717329,-80.1899646"
Chicken & The Egg,204,3.5,$$,176.56792576809616,Breakfast & Brunch,Burgers,Burgers,"25.7717329,-80.1899646"
Poke OG,87,4.5,$$,210.95865002017177,Poke,Hawaiian,Hawaiian,"25.7717329,-80.1899646"
D'Oro Caffe & Market,105,4.5,$$,364.3166673595458,Italian,Desserts,Desserts,"25.7717329,-80.1899646"
Jar + Fork Miami,324,4.5,$$,280.7673194735616,Juice Bars & Smoothies,Comfort Food,Comfort Food,"25.7717329,-80.1899646"
Eternity Coffee Roasters,250,4.5,$$,140.9672451226365,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.7717329,-80.1899646"
El Sitio Coffee Bar,84,4.0,$,333.1524370283508,Coffee & Tea,Venezuelan,Venezuelan,"25.7717329,-80.1899646"
"Sovereign - Poke, Boba, Asian Kitchen",165,4.5,$$,354.4010271156026,Bubble Tea,Poke,Poke,"25.7717329,-80.1899646"
Manna Life Food,189,4.5,$$,370.5365959305978,Juice Bars & Smoothies,Vegan,Vegan,"25.7717329,-80.1899646"
Friend's Market and Bistro,353,3.5,$$,397.56820032196424,Pizza,Burgers,Burgers,"25.7717329,-80.1899646"
D'Oro Pizza Bar,39,4.0,$$,321.80967973526145,Pizza,Italian,Italian,"25.7717329,-80.1899646"
Atlantis Cafe,160,4.5,$,537.5170092355215,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.7717329,-80.1899646"
The Henry,57,4.0,$$$,643.6906305636112,American (New),Coffee & Tea,Coffee & Tea,"25.7717329,-80.1899646"
La Sandwicherie Brickell,740,4.0,$$,751.6331182633161,Sandwiches,French,French,"25.7717329,-80.1899646"
Atelier Monnier Brickell Cafe,308,4.0,$$,753.5970961333666,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.7717329,-80.1899646"
Whole Foods Market,232,3.5,$$,87.78764217240278,Grocery,Organic Stores,Organic Stores,"25.7717329,-80.1899646"
A Family,53,4.5,$$,350.1050782165863,Bakeries,,,"25.7717329,-80.1899646"
Steak Brasil Churrascaria,430,4.0,$$,32.45197826084571,Brazilian,Steakhouses,Steakhouses,"25.7725576,-80.1921467"
El Cielo by Juan Manuel Barrientos,240,4.0,$$$$,347.3901036151707,Colombian,American (New),American (New),"25.7725576,-80.1921467"
B Bistro + Bakery,1047,4.5,$$,570.082979505945,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.7725576,-80.1921467"
Crema Gourmet Espresso Bar - Miami,103,4.5,$$,364.80245224083694,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.7725576,-80.1921467"
Poke OG,87,4.5,$$,201.56982682235534,Poke,Hawaiian,Hawaiian,"25.7725576,-80.1921467"
Chicken & The Egg,204,3.5,$$,273.37546430338523,Breakfast & Brunch,Burgers,Burgers,"25.7725576,-80.1921467"
Jar + Fork Miami,324,4.5,$$,343.749415627892,Juice Bars & Smoothies,Comfort Food,Comfort Food,"25.7725576,-80.1921467"
Atlantis Cafe,160,4.5,$,325.1869003770335,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.7725576,-80.1921467"
El Sitio Coffee Bar,84,4.0,$,311.842676040392,Coffee & Tea,Venezuelan,Venezuelan,"25.7725576,-80.1921467"
D'Oro Caffe & Market,105,4.5,$$,448.0078970732678,Italian,Desserts,Desserts,"25.7725576,-80.1921467"
Eternity Coffee Roasters,250,4.5,$$,217.15453688882508,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.7725576,-80.1921467"
Manna Life Food,189,4.5,$$,325.7628107427701,Juice Bars & Smoothies,Vegan,Vegan,"25.7725576,-80.1921467"
D'Oro Pizza Bar,39,4.0,$$,397.2314816311735,Pizza,Italian,Italian,"25.7725576,-80.1921467"
"Sovereign - Poke, Boba, Asian Kitchen",165,4.5,$$,404.0090807275846,Bubble Tea,Poke,Poke,"25.7725576,-80.1921467"
Friend's Market and Bistro,353,3.5,$$,440.12465566850386,Pizza,Burgers,Burgers,"25.7725576,-80.1921467"
Tostada Cafe,34,4.5,$,267.7249069261168,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.7725576,-80.1921467"
The Henry,57,4.0,$$$,661.7839850254974,American (New),Coffee & Tea,Coffee & Tea,"25.7725576,-80.1921467"
La Sandwicherie Brickell,740,4.0,$$,749.5928654413863,Sandwiches,French,French,"25.7725576,-80.1921467"
Atelier Monnier Brickell Cafe,308,4.0,$$,834.0251923831182,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.7725576,-80.1921467"
A Family,53,4.5,$$,390.1508891642545,Bakeries,,,"25.7725576,-80.1921467"
Crema Gourmet Espresso Bar - Miami,103,4.5,$$,86.34106861111255,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.77369,-80.18896"
Jar + Fork Miami,324,4.5,$$,58.76587471074006,Juice Bars & Smoothies,Comfort Food,Comfort Food,"25.77369,-80.18896"
D'Oro Caffe & Market,105,4.5,$$,124.95233337150813,Italian,Desserts,Desserts,"25.77369,-80.18896"
Steak Brasil Churrascaria,430,4.0,$$,322.2984042749835,Brazilian,Steakhouses,Steakhouses,"25.77369,-80.18896"
"Sovereign - Poke, Boba, Asian Kitchen",165,4.5,$$,122.30361055484516,Bubble Tea,Poke,Poke,"25.77369,-80.18896"
Chicken & The Egg,204,3.5,$$,73.9097214255632,Breakfast & Brunch,Burgers,Burgers,"25.77369,-80.18896"
El Sitio Coffee Bar,84,4.0,$,166.85384651461254,Coffee & Tea,Venezuelan,Venezuelan,"25.77369,-80.18896"
Poke OG,87,4.5,$$,152.65031464724206,Poke,Hawaiian,Hawaiian,"25.77369,-80.18896"
D'Oro Pizza Bar,39,4.0,$$,83.15082277305552,Pizza,Italian,Italian,"25.77369,-80.18896"
Manna Life Food,189,4.5,$$,209.46867979560426,Juice Bars & Smoothies,Vegan,Vegan,"25.77369,-80.18896"
B Bistro + Bakery,1047,4.5,$$,715.9548651894305,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.77369,-80.18896"
Eternity Coffee Roasters,250,4.5,$$,132.18107244896493,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.77369,-80.18896"
El Cielo by Juan Manuel Barrientos,240,4.0,$$$$,550.0774259574024,Colombian,American (New),American (New),"25.77369,-80.18896"
Atlantis Cafe,160,4.5,$,516.5129168644542,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.77369,-80.18896"
Epicurean Fine Wines,25,5.0,$$,246.16078492520293,"Beer, Wine & Spirits",Grocery,Grocery,"25.77369,-80.18896"
Carrot Express,55,3.5,$$,216.09096486716962,Salad,Wraps,Wraps,"25.77369,-80.18896"
The Henry,57,4.0,$$$,882.9921435475201,American (New),Coffee & Tea,Coffee & Tea,"25.77369,-80.18896"
Soul Fresh Juice & Fruit Bar,41,4.0,$$,271.85177261401134,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.77369,-80.18896"
La Industria Bakery,461,3.0,$$,510.34993959367534,Pancakes,Bakeries,Bakeries,"25.77369,-80.18896"
Whole Foods Market,232,3.5,$$,194.35011697998632,Grocery,Organic Stores,Organic Stores,"25.77369,-80.18896"
Steak Brasil Churrascaria,430,4.0,$$,60.228670469449696,Brazilian,Steakhouses,Steakhouses,"25.7733724,-80.1920071"
Crema Gourmet Espresso Bar - Miami,103,4.5,$$,308.43354873770465,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.7733724,-80.1920071"
El Cielo by Juan Manuel Barrientos,240,4.0,$$$$,436.69194205554425,Colombian,American (New),American (New),"25.7733724,-80.1920071"
Atlantis Cafe,160,4.5,$,263.6387489114733,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.7733724,-80.1920071"
Chicken & The Egg,204,3.5,$$,247.81664815769332,Breakfast & Brunch,Burgers,Burgers,"25.7733724,-80.1920071"
B Bistro + Bakery,1047,4.5,$$,656.9727189373702,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.7733724,-80.1920071"
Poke OG,87,4.5,$$,154.635857511831,Poke,Hawaiian,Hawaiian,"25.7733724,-80.1920071"
El Sitio Coffee Bar,84,4.0,$,237.6397020201683,Coffee & Tea,Venezuelan,Venezuelan,"25.7733724,-80.1920071"
Jar + Fork Miami,324,4.5,$$,293.1767985607365,Juice Bars & Smoothies,Comfort Food,Comfort Food,"25.7733724,-80.1920071"
D'Oro Caffe & Market,105,4.5,$$,395.0552672834105,Italian,Desserts,Desserts,"25.7733724,-80.1920071"
Manna Life Food,189,4.5,$$,244.27695259914384,Juice Bars & Smoothies,Vegan,Vegan,"25.7733724,-80.1920071"
Eternity Coffee Roasters,250,4.5,$$,201.86694823404267,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.7733724,-80.1920071"
"Sovereign - Poke, Boba, Asian Kitchen",165,4.5,$$,343.12792960455334,Bubble Tea,Poke,Poke,"25.7733724,-80.1920071"
D'Oro Pizza Bar,39,4.0,$$,345.36651098170313,Pizza,Italian,Italian,"25.7733724,-80.1920071"
The Henry,57,4.0,$$$,753.450832277265,American (New),Coffee & Tea,Coffee & Tea,"25.7733724,-80.1920071"
Tostada Cafe,34,4.5,$,239.79164972280515,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.7733724,-80.1920071"
Carrot Express,55,3.5,$$,243.27888725687222,Salad,Wraps,Wraps,"25.7733724,-80.1920071"
Epicurean Fine Wines,25,5.0,$$,314.09988961044786,"Beer, Wine & Spirits",Grocery,Grocery,"25.7733724,-80.1920071"
La Sandwicherie Brickell,740,4.0,$$,840.9036580873741,Sandwiches,French,French,"25.7733724,-80.1920071"
Soul Fresh Juice & Fruit Bar,41,4.0,$$,303.8598526279685,Juice Bars & Smoothies,Acai Bowls,Acai Bowls,"25.7733724,-80.1920071"
Red Rooster Overtown,792,4.0,$$$,600.7543591103083,Cocktail Bars,American (New),American (New),"25.7870287,-80.1939982"
Bistro Cafe,812,4.0,$$,204.96998265744617,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.7870287,-80.1939982"
ALL DAY,490,4.0,$$,279.89180313624445,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.7870287,-80.1939982"
Natura Eatery,64,4.5,$$,431.1332563003853,Salad,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.7870287,-80.1939982"
Suite Habana Cafe,203,5.0,$$,1659.5508653473396,Coffee & Tea,Bakeries,Bakeries,"25.7870287,-80.1939982"
Vice City Bean,237,4.5,$$,503.1030635447119,Coffee & Tea,,,"25.7870287,-80.1939982"
Sagrado Cafe,294,4.0,$$$,609.7373440059129,Coffee & Tea,Patisserie/Cake Shop,Patisserie/Cake Shop,"25.7870287,-80.1939982"
Unique Designer's Cake,29,5.0,$$,436.0938441100542,Bakeries,Desserts,Desserts,"25.7870287,-80.1939982"
Lulu's Nitrogen Ice Cream,342,4.0,$$,1074.8308650864806,Ice Cream & Frozen Yogurt,,,"25.7870287,-80.1939982"
Nacho Bizness,135,4.5,$,7603.317465494869,Food Trucks,Tacos,Tacos,"25.7870287,-80.1939982"
El Rincon del Coqui - Food Truck,39,4.5,$,1090.291880398425,Food Trucks,Puerto Rican,Puerto Rican,"25.7870287,-80.1939982"
Dade County Food Group,25,4.5,$$,1090.291880398425,Caterers,Organic Stores,Organic Stores,"25.7870287,-80.1939982"
8 1/2 Caffe & Bottega,92,4.0,$$,900.3458369696558,Coffee & Tea,Italian,Italian,"25.7870287,-80.1939982"
Catered Fit,296,4.0,$$,44826.513083387166,Food Delivery Services,,,"25.7870287,-80.1939982"
Befit Nutrition,50,4.5,$$,26194.057335558435,Food Delivery Services,,,"25.7870287,-80.1939982"
Publix,176,3.0,$$,786.5956164320253,Grocery,Pharmacy,Pharmacy,"25.7870287,-80.1939982"
Munch Thyme,37,5.0,$,40833.539009660715,Food Delivery Services,,,"25.7870287,-80.1939982"
Bricked Burgers,34,4.0,$$,22144.307906202695,Burgers,Food Trucks,Food Trucks,"25.7870287,-80.1939982"
Shape Lovers,38,4.0,$$,13753.87944807328,Caterers,Food Delivery Services,Food Delivery Services,"25.7870287,-80.1939982"
Rolly Ice Cream,38,3.5,$$,1130.097207994482,Ice Cream & Frozen Yogurt,,,"25.7870287,-80.1939982"
Bistro Cafe,812,4.0,$$,57.111491119054676,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.7883347,-80.1932528"
Red Rooster Overtown,792,4.0,$$$,758.532835107744,Cocktail Bars,American (New),American (New),"25.7883347,-80.1932528"
Natura Eatery,64,4.5,$$,272.2076245754706,Salad,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.7883347,-80.1932528"
ALL DAY,490,4.0,$$,428.45938308691956,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.7883347,-80.1932528"
Vice City Bean,237,4.5,$$,367.6896327538039,Coffee & Tea,,,"25.7883347,-80.1932528"
Suite Habana Cafe,203,5.0,$$,1520.557163570391,Coffee & Tea,Bakeries,Bakeries,"25.7883347,-80.1932528"
Sagrado Cafe,294,4.0,$$$,674.715706208395,Coffee & Tea,Patisserie/Cake Shop,Patisserie/Cake Shop,"25.7883347,-80.1932528"
Lulu's Nitrogen Ice Cream,342,4.0,$$,911.6286999650014,Ice Cream & Frozen Yogurt,,,"25.7883347,-80.1932528"
Nacho Bizness,135,4.5,$,7446.0096772202,Food Trucks,Tacos,Tacos,"25.7883347,-80.1932528"
Unique Designer's Cake,29,5.0,$$,597.4853796120522,Bakeries,Desserts,Desserts,"25.7883347,-80.1932528"
8 1/2 Caffe & Bottega,92,4.0,$$,761.6036438043857,Coffee & Tea,Italian,Italian,"25.7883347,-80.1932528"
Publix,176,3.0,$$,626.6231333303672,Grocery,Pharmacy,Pharmacy,"25.7883347,-80.1932528"
Catered Fit,296,4.0,$$,44682.88856912867,Food Delivery Services,,,"25.7883347,-80.1932528"
Befit Nutrition,50,4.5,$$,26337.990583446222,Food Delivery Services,,,"25.7883347,-80.1932528"
Munch Thyme,37,5.0,$,40994.61479415404,Food Delivery Services,,,"25.7883347,-80.1932528"
Bricked Burgers,34,4.0,$$,22280.621809128967,Burgers,Food Trucks,Food Trucks,"25.7883347,-80.1932528"
1601 Lobby Lounge,20,3.0,$$,559.687881247885,Bars,Coffee & Tea,Coffee & Tea,"25.7883347,-80.1932528"
