Name,Locality,Popularity,Price,Rating,Category1,Category2,Category3,Latitude,Longitude,Bike_Station_Coordinates
Dolci Di Sicilia,Miami Beach,0.9591284603120924,1.0,7.5,Bakery,Café,Italian Restaurant,25.856263,-80.12577,"25.854495,-80.132502"
Empanada House,Miami Beach,0.9414464466882458,2.0,7.2,Argentinian Restaurant,,,25.854992,-80.128876,"25.854495,-80.132502"
Pizza Fiore,Miami Beach,0.9509638146770375,1.0,6.8,Italian Restaurant,Pizzeria,,25.856238,-80.125434,"25.854495,-80.132502"
Subway,Miami Beach,0.9213005459200928,1.0,6.1,Sandwich Spot,Fast Food Restaurant,Dining and Drinking,25.856112,-80.128501,"25.854495,-80.132502"
Las Vacas Gordas,Miami Beach,0.9217353495337939,3.0,5.9,Argentinian Restaurant,Steakhouse,,25.855998,-80.128934,"25.854495,-80.132502"
Starbucks,Coconut Grove,0.9875428490652719,1.0,8.7,Coffee Shop,,,25.732614,-80.232736,"25.734206,-80.230671"
Monty's Stone Crab,Coconut Grove,0.9907410679577341,2.0,8.4,Seafood Restaurant,,,25.732221,-80.232504,"25.734206,-80.230671"
Flanigan's Seafood Bar & Grill,Coconut Grove,0.9968194508251759,2.0,9.1,Sports Bar,American Restaurant,Seafood Restaurant,25.73584,-80.238348,"25.734206,-80.230671"
Happy Wine In The Grov,Miami,0.9744142488603033,2.0,9.0,Wine Bar,Sandwich Spot,Tapas Restaurant,25.735746,-80.239347,"25.734206,-80.230671"
Berries,Miami,0.9781602289995406,2.0,8.8,Burger Joint,Pizzeria,New American Restaurant,25.738135,-80.238044,"25.734206,-80.230671"
The Original Daily Bread Marketplace,Miami,0.9718698095204439,1.0,8.8,American Restaurant,Lebanese Restaurant,Mediterranean Restaurant,25.741746,-80.234051,"25.734206,-80.230671"
Sushi Maki,Miami,0.8947768314662332,2.0,7.2,Sushi Restaurant,,,25.732283,-80.232486,"25.734206,-80.230671"
Pollo Tropical,Miami,0.9850690885959642,1.0,7.9,Caribbean Restaurant,Fast Food Restaurant,Mexican Restaurant,25.739022,-80.238767,"25.734206,-80.230671"
Coral Bagels,Miami,0.9638300879951939,1.0,7.3,Bagel Shop,Bakery,Deli,25.739693,-80.23709,"25.734206,-80.230671"
Laughing Loggerhead,Miami,0.8855709085768809,2.0,7.0,Bar,BBQ Joint,Seafood Restaurant,25.73584,-80.238348,"25.734206,-80.230671"
Starbucks,Coconut Grove,0.9875428490652719,1.0,8.7,Coffee Shop,,,25.732614,-80.232736,"25.730382,-80.235583"
Bombay Darbar,Miami,0.9776654769056791,2.0,9.0,Indian Restaurant,Food and Beverage Service,Dining and Drinking,25.729251,-80.240721,"25.730382,-80.235583"
Monty's Stone Crab,Coconut Grove,0.9907410679577341,2.0,8.4,Seafood Restaurant,,,25.732221,-80.232504,"25.730382,-80.235583"
Flanigan's Seafood Bar & Grill,Coconut Grove,0.9968194508251759,2.0,9.1,Sports Bar,American Restaurant,Seafood Restaurant,25.73584,-80.238348,"25.730382,-80.235583"
Happy Wine In The Grov,Miami,0.9744142488603033,2.0,9.0,Wine Bar,Sandwich Spot,Tapas Restaurant,25.735746,-80.239347,"25.730382,-80.235583"
Glass & Vine,Miami,0.9672933526522246,4.0,8.5,New American Restaurant,,,25.72665,-80.241111,"25.730382,-80.235583"
Jaguar Ceviche Spoon Bar,Miami,0.9727002862494257,2.0,8.6,Latin American Restaurant,Seafood Restaurant,Dining and Drinking,25.72836,-80.242803,"25.730382,-80.235583"
Le Pain Quotidien,Miami,0.9530692299537054,1.0,8.6,Café,,,25.727386,-80.24262,"25.730382,-80.235583"
Greenstreet Cafe,Coconut Grove,0.9869774181008587,2.0,8.9,American Restaurant,Lounge,,25.726797,-80.243987,"25.730382,-80.235583"
Berries,Miami,0.9781602289995406,2.0,8.8,Burger Joint,Pizzeria,New American Restaurant,25.738135,-80.238044,"25.730382,-80.235583"
Blue Collar,Miami,0.9389157861257377,3.0,8.8,New American Restaurant,,,25.837844,-80.184768,"25.835972,-80.184035"
Panther Coffee,Miami,0.9622398134077818,1.0,8.0,Coffee Shop,,,25.83528,-80.183948,"25.835972,-80.184035"
Dogma,Miami,0.938262006573135,1.0,8.9,Hot Dog Joint,American Restaurant,Fast Food Restaurant,25.840183,-80.184508,"25.835972,-80.184035"
Luna Pasta,Miami,0.9332438067639679,2.0,8.3,Italian Restaurant,,,25.838559,-80.183994,"25.835972,-80.184035"
El Bagel,Miami,0.9755627805067675,1.0,8.3,Bagel Shop,Restaurant,,25.839251,-80.1846,"25.835972,-80.184035"
BarMeli69,Miami,0.943686609887974,2.0,8.1,Mediterranean Restaurant,,,25.839185,-80.183989,"25.835972,-80.184035"
Starbucks,Miami,0.9854224829487225,2.0,7.7,Coffee Shop,,,25.834724,-80.184334,"25.835972,-80.184035"
Doggi's Arepa Bar,Miami,0.9543591193412729,,8.5,Venezuelan Restaurant,,,25.842173,-80.18406,"25.835972,-80.184035"
Jimmy's East-Side Diner,Miami,0.9605081810792664,2.0,8.3,Diner,American Restaurant,,25.841409,-80.184161,"25.835972,-80.184035"
Phuc Yea Viet-Cajun,Miami,0.945895324592713,2.0,8.1,Vietnamese Restaurant,,,25.84044,-80.184607,"25.835972,-80.184035"
Starbucks,Miami Beach,0.9956036523503551,1.0,8.4,Coffee Shop,,,25.813903,-80.134159,"25.8135937,-80.1316858"
La Provence,Miami Beach,0.9360838687859316,3.0,7.7,Bakery,French Restaurant,,25.813985,-80.128246,"25.8135937,-80.1316858"
Tasti Cafe,Miami Beach,0.969370500990386,1.0,7.5,Café,Kosher Restaurant,Sandwich Spot,25.81359,-80.129101,"25.8135937,-80.1316858"
Subway,Miami Beach,0.9488381081211653,1.0,7.3,Deli,Fast Food Restaurant,,25.813711,-80.13467,"25.8135937,-80.1316858"
Piola Miami Beach,Miami Beach,0.9758442436832697,2.0,7.8,Italian Restaurant,,,25.812618,-80.123315,"25.8135937,-80.1316858"
Morton's The Steakhouse,Miami Beach,0.8430358954538867,4.0,7.8,Steakhouse,,,25.812094,-80.12272,"25.8135937,-80.1316858"
Casa Faena Restaurant,Miami Beach,0.9836707087298904,,7.2,American Restaurant,Argentinian Restaurant,,25.809268,-80.123978,"25.8135937,-80.1316858"
The Tavern,Miami Beach,0.9799990337697473,,7.0,Bar,Bistro,American Restaurant,25.810935,-80.123677,"25.8135937,-80.1316858"
WunderBar,Miami,0.911783177931301,3.0,6.9,Cocktail Bar,Lounge,Restaurant,25.812022,-80.123427,"25.8135937,-80.1316858"
Domino's Pizza,Miami Beach,0.5197352529107686,1.0,6.4,Pizzeria,Dining and Drinking,,25.814009,-80.134186,"25.8135937,-80.1316858"
Boia De,Miami,0.982100576032795,3.0,9.0,New American Restaurant,,,25.823823,-80.19125,"25.8202417,-80.1876939"
Mandolin Aegean Bistro,Miami,0.9805279711630208,3.0,9.4,Greek Restaurant,Mediterranean Restaurant,,25.815777,-80.191635,"25.8202417,-80.1876939"
Palat,Miami,0.9513729370604658,3.0,8.5,Italian Restaurant,Mediterranean Restaurant,Seafood Restaurant,25.818749,-80.191768,"25.8202417,-80.1876939"
Buena Vista Deli,Miami,0.9451708661695586,2.0,8.6,Bakery,Deli,French Restaurant,25.817682,-80.191726,"25.8202417,-80.1876939"
Mrs. Mandolin,Miami,0.924179241615719,1.0,8.9,Café,,,25.815364,-80.191695,"25.8202417,-80.1876939"
Fiorito,Miami,0.9887797292999257,2.0,9.3,Argentinian Restaurant,,,25.827049,-80.191712,"25.8202417,-80.1876939"
Andiamo,Miami,0.9649786196416581,2.0,8.7,Pizzeria,,,25.827727,-80.18677,"25.8202417,-80.1876939"
MC Kitchen,Miami,0.9375198784323426,3.0,8.5,Italian Restaurant,,,25.814288,-80.191255,"25.8202417,-80.1876939"
Michael's Genuine Food & Drink,Miami,0.9635473725129873,3.0,8.9,Mediterranean Restaurant,New American Restaurant,,25.813288,-80.192682,"25.8202417,-80.1876939"
COTE Miami,Miami,0.9714280665794961,2.0,8.8,Korean Restaurant,Steakhouse,,25.812972,-80.191512,"25.8202417,-80.1876939"
Andiamo,Miami,0.9649786196416581,2.0,8.7,Pizzeria,,,25.827727,-80.18677,"25.827261,-80.186922"
CHICA Miami,Miami,0.9604905113616284,1.0,8.4,Cocktail Bar,Latin American Restaurant,Mexican Restaurant,25.827033,-80.187252,"25.827261,-80.186922"
Fiorito,Miami,0.9887797292999257,2.0,9.3,Argentinian Restaurant,,,25.827049,-80.191712,"25.827261,-80.186922"
Boia De,Miami,0.982100576032795,3.0,9.0,New American Restaurant,,,25.823823,-80.19125,"25.827261,-80.186922"
Baiocco,Miami,0.8982400961232639,,7.1,Italian Restaurant,,,25.827416,-80.186228,"25.827261,-80.186922"
Panther Coffee,Miami,0.9622398134077818,1.0,8.0,Coffee Shop,,,25.83528,-80.183948,"25.827261,-80.186922"
Go To Sushi,Miami,0.9403293635367707,2.0,7.3,Sushi Restaurant,,,25.823521,-80.187444,"25.827261,-80.186922"
Starbucks,Miami,0.9854224829487225,2.0,7.7,Coffee Shop,,,25.834724,-80.184334,"25.827261,-80.186922"
El Turco Turkish Food,Miami,0.9671873343463971,2.0,7.5,Turkish Restaurant,,,25.821706,-80.191963,"25.827261,-80.186922"
'O Munaciello,Miami,0.9284199738488179,2.0,7.4,Wine Bar,Pizzeria,Italian Restaurant,25.835341,-80.183931,"25.827261,-80.186922"
COTE Miami,Miami,0.9714280665794961,2.0,8.8,Korean Restaurant,Steakhouse,,25.812972,-80.191512,"25.813662,-80.189196"
Mandolin Aegean Bistro,Miami,0.9805279711630208,3.0,9.4,Greek Restaurant,Mediterranean Restaurant,,25.815777,-80.191635,"25.813662,-80.189196"
Mrs. Mandolin,Miami,0.924179241615719,1.0,8.9,Café,,,25.815364,-80.191695,"25.813662,-80.189196"
MC Kitchen,Miami,0.9375198784323426,3.0,8.5,Italian Restaurant,,,25.814288,-80.191255,"25.813662,-80.189196"
Michael's Genuine Food & Drink,Miami,0.9635473725129873,3.0,8.9,Mediterranean Restaurant,New American Restaurant,,25.813288,-80.192682,"25.813662,-80.189196"
Lagniappe,Miami,0.9846626850902923,2.0,9.2,Wine Bar,Burger Joint,American Restaurant,25.809075,-80.191011,"25.813662,-80.189196"
Salumeria 104,Miami,0.9779658621055236,3.0,8.9,Italian Restaurant,,,25.80942,-80.192287,"25.813662,-80.189196"
Buena Vista Deli,Miami,0.9451708661695586,2.0,8.6,Bakery,Deli,French Restaurant,25.817682,-80.191726,"25.813662,-80.189196"
La Latina,Miami,0.9707919567445312,2.0,8.3,Arepa Restaurant,Tapas Restaurant,Venezuelan Restaurant,25.809505,-80.19089,"25.813662,-80.189196"
Contessa Miami,Miami,0.9832667773968972,2.0,8.2,Italian Restaurant,,,25.814331,-80.193245,"25.813662,-80.189196"
Jaguar Sun,Miami,0.9696080856627911,3.0,8.3,Cocktail Bar,Italian Restaurant,,25.777843,-80.189594,"25.7797147,-80.1890455"
Bubba Gump Shrimp Co,Miami,0.9922076545216807,3.0,8.3,Restaurant,,,25.778373,-80.187156,"25.7797147,-80.1890455"
Cvi.Che 105,Miami,0.9797858430222285,2.0,9.1,Diner,Peruvian Restaurant,Seafood Restaurant,25.775422,-80.188448,"25.7797147,-80.1890455"
Pollos Y Jarras,Miami,0.9620101070784889,2.0,8.4,BBQ Joint,Mexican Restaurant,Peruvian Restaurant,25.77579,-80.188344,"25.7797147,-80.1890455"
All Day,Miami,0.9694490582040499,1.0,9.1,Café,Coffee Shop,Sandwich Spot,25.784436,-80.193853,"25.7797147,-80.1890455"
Hard Rock Cafe,Miami,0.9914831960985263,3.0,8.3,Restaurant,,,25.777533,-80.184534,"25.7797147,-80.1890455"
The Corner,Miami,0.9749090009541648,2.0,8.7,Cocktail Bar,Gastropub,American Restaurant,25.784497,-80.193835,"25.7797147,-80.1890455"
Verde,Miami,0.9765169452592147,3.0,8.7,New American Restaurant,Sandwich Spot,,25.786046,-80.186247,"25.7797147,-80.1890455"
Jar + Fork Miami,Miami,0.9413718768774075,2.0,8.3,American Restaurant,,,25.773925,-80.188527,"25.7797147,-80.1890455"
Cafe Bastille,Miami,0.9695904159451532,2.0,8.5,Café,French Restaurant,Mediterranean Restaurant,25.773345,-80.189435,"25.7797147,-80.1890455"
Stanzione 87,Miami,0.956956567834046,2.0,8.8,Pizzeria,Italian Restaurant,Mediterranean Restaurant,25.766582,-80.195063,"25.7653626,-80.1949821"
Blackbird Ordinary,Miami,0.9895748665936318,2.0,8.6,Cocktail Bar,Sandwich Spot,,25.766627,-80.195107,"25.7653626,-80.1949821"
Casa Tua Cucina,Miami,0.9934798741916104,2.0,9.0,Wine Bar,"Cafe, Coffee, and Tea House",Italian Restaurant,25.767109,-80.194571,"25.7653626,-80.1949821"
La Sandwicherie,Miami,0.9912534897692334,1.0,8.7,Fast Food Restaurant,French Restaurant,Sandwich Spot,25.766005,-80.194025,"25.7653626,-80.1949821"
North Italia,Miami,0.9790437148814362,3.0,8.6,Pizzeria,Italian Restaurant,,25.765175,-80.193516,"25.7653626,-80.1949821"
Toscana Divino,Miami,0.9689012969572747,3.0,8.5,Italian Restaurant,,,25.764942,-80.193753,"25.7653626,-80.1949821"
Baires Grill Brickell,Miami,0.9785312930699367,4.0,8.7,Lounge,Argentinian Restaurant,Steakhouse,25.763895,-80.193419,"25.7653626,-80.1949821"
The River Oyster Bar,Miami,0.9731596989080115,3.0,9.0,American Restaurant,Seafood Restaurant,,25.767554,-80.19353,"25.7653626,-80.1949821"
Gyu-Kaku Japanese BBQ,Miami,0.9839912358200515,2.0,8.9,Japanese Restaurant,Tapas Restaurant,,25.761287,-80.19427,"25.7653626,-80.1949821"
B Bistro + Bakery,Miami,0.9779835318231614,1.0,8.9,Bakery,American Restaurant,French Restaurant,25.767614,-80.190939,"25.7653626,-80.1949821"
The River Oyster Bar,Miami,0.9731596989080115,3.0,9.0,American Restaurant,Seafood Restaurant,,25.767554,-80.19353,"25.7674054,-80.1920305"
B Bistro + Bakery,Miami,0.9779835318231614,1.0,8.9,Bakery,American Restaurant,French Restaurant,25.767614,-80.190939,"25.7674054,-80.1920305"
Fleming's Prime Steakhouse & Wine Bar,Miami,0.9644485281125208,4.0,8.7,Steakhouse,,,25.767492,-80.190974,"25.7674054,-80.1920305"
Truluck's,Miami,0.9864649962893592,4.0,8.9,Seafood Restaurant,,,25.7664,-80.189738,"25.7674054,-80.1920305"
Casa Tua Cucina,Miami,0.9934798741916104,2.0,9.0,Wine Bar,"Cafe, Coffee, and Tea House",Italian Restaurant,25.767109,-80.194571,"25.7674054,-80.1920305"
The Capital Grille,Miami,0.9650846379474856,3.0,9.0,American Restaurant,Steakhouse,,25.769409,-80.190375,"25.7674054,-80.1920305"
La Sandwicherie,Miami,0.9912534897692334,1.0,8.7,Fast Food Restaurant,French Restaurant,Sandwich Spot,25.766005,-80.194025,"25.7674054,-80.1920305"
Komodo (Miami),Miami,0.9843799696080857,4.0,8.8,Asian Restaurant,,,25.765533,-80.19044,"25.7674054,-80.1920305"
Zuma Miami,Miami,0.9726649468141499,4.0,9.1,Sushi Restaurant,,,25.770537,-80.189542,"25.7674054,-80.1920305"
Stanzione 87,Miami,0.956956567834046,2.0,8.8,Pizzeria,Italian Restaurant,Mediterranean Restaurant,25.766582,-80.195063,"25.7674054,-80.1920305"
SUGARCANE raw bar grill,Miami,0.9691840124394813,3.0,8.9,Sushi Restaurant,New American Restaurant,South American Restaurant,25.807479,-80.193408,"25.8074771,-80.1951626"
Salumeria 104,Miami,0.9779658621055236,3.0,8.9,Italian Restaurant,,,25.80942,-80.192287,"25.8074771,-80.1951626"
Pummarola Pastificio Pizzeria,Miami,0.9661271512881224,1.0,8.1,Pizzeria,,,25.807975,-80.195614,"25.8074771,-80.1951626"
100 Montaditos,Miami,0.9651376471003993,2.0,8.2,Sandwich Spot,Tapas Restaurant,,25.807524,-80.193452,"25.8074771,-80.1951626"
Lagniappe,Miami,0.9846626850902923,2.0,9.2,Wine Bar,Burger Joint,American Restaurant,25.809075,-80.191011,"25.8074771,-80.1951626"
Prohibition Restaurant & Speakeasy,Miami,0.9158391348906244,3.0,7.9,Lounge,American Restaurant,Seafood Restaurant,25.808404,-80.195492,"25.8074771,-80.1951626"
Enriqueta's Sandwich Shop,Miami,0.989557196875994,1.0,8.7,Deli,Cuban Restaurant,Sandwich Spot,25.803912,-80.19144,"25.8074771,-80.1951626"
Beaker & Gray,Miami,0.9699438102979114,3.0,8.7,Cocktail Bar,New American Restaurant,Tapas Restaurant,25.802299,-80.194757,"25.8074771,-80.1951626"
Tap 42 Midtown Miami,Miami,0.9813054387390889,3.0,7.9,Bar,Gastropub,American Restaurant,25.807417,-80.193425,"25.8074771,-80.1951626"
Morgan's Restaurant,Miami,0.9659504541117433,2.0,8.2,Bistro,French Restaurant,New American Restaurant,25.8038,-80.194447,"25.8074771,-80.1951626"
Fiorito,Miami,0.9887797292999257,2.0,9.3,Argentinian Restaurant,,,25.827049,-80.191712,"25.830476,-80.1920722"
Andiamo,Miami,0.9649786196416581,2.0,8.7,Pizzeria,,,25.827727,-80.18677,"25.830476,-80.1920722"
Boia De,Miami,0.982100576032795,3.0,9.0,New American Restaurant,,,25.823823,-80.19125,"25.830476,-80.1920722"
CHICA Miami,Miami,0.9604905113616284,1.0,8.4,Cocktail Bar,Latin American Restaurant,Mexican Restaurant,25.827033,-80.187252,"25.830476,-80.1920722"
Panther Coffee,Miami,0.9789730360108846,1.0,8.8,Coffee Shop,Café,Tea Room,25.829997,-80.200552,"25.830476,-80.1920722"
Panther Coffee,Miami,0.9622398134077818,1.0,8.0,Coffee Shop,,,25.83528,-80.183948,"25.830476,-80.1920722"
Starbucks,Miami,0.9854224829487225,2.0,7.7,Coffee Shop,,,25.834724,-80.184334,"25.830476,-80.1920722"
El Turco Turkish Food,Miami,0.9671873343463971,2.0,7.5,Turkish Restaurant,,,25.821706,-80.191963,"25.830476,-80.1920722"
'O Munaciello,Miami,0.9284199738488179,2.0,7.4,Wine Bar,Pizzeria,Italian Restaurant,25.835341,-80.183931,"25.830476,-80.1920722"
Baiocco,Miami,0.8982400961232639,,7.1,Italian Restaurant,,,25.827416,-80.186228,"25.830476,-80.1920722"
Mandolin Aegean Bistro,Miami,0.9805279711630208,3.0,9.4,Greek Restaurant,Mediterranean Restaurant,,25.815777,-80.191635,"25.814942,-80.19159"
Mrs. Mandolin,Miami,0.924179241615719,1.0,8.9,Café,,,25.815364,-80.191695,"25.814942,-80.19159"
MC Kitchen,Miami,0.9375198784323426,3.0,8.5,Italian Restaurant,,,25.814288,-80.191255,"25.814942,-80.19159"
Michael's Genuine Food & Drink,Miami,0.9635473725129873,3.0,8.9,Mediterranean Restaurant,New American Restaurant,,25.813288,-80.192682,"25.814942,-80.19159"
COTE Miami,Miami,0.9714280665794961,2.0,8.8,Korean Restaurant,Steakhouse,,25.812972,-80.191512,"25.814942,-80.19159"
Buena Vista Deli,Miami,0.9451708661695586,2.0,8.6,Bakery,Deli,French Restaurant,25.817682,-80.191726,"25.814942,-80.19159"
Contessa Miami,Miami,0.9832667773968972,2.0,8.2,Italian Restaurant,,,25.814331,-80.193245,"25.814942,-80.19159"
Lagniappe,Miami,0.9846626850902923,2.0,9.2,Wine Bar,Burger Joint,American Restaurant,25.809075,-80.191011,"25.814942,-80.19159"
Salumeria 104,Miami,0.9779658621055236,3.0,8.9,Italian Restaurant,,,25.80942,-80.192287,"25.814942,-80.19159"
La Latina,Miami,0.9707919567445312,2.0,8.3,Arepa Restaurant,Tapas Restaurant,Venezuelan Restaurant,25.809505,-80.19089,"25.814942,-80.19159"
Dogma,Miami,0.938262006573135,1.0,8.9,Hot Dog Joint,American Restaurant,Fast Food Restaurant,25.840183,-80.184508,"25.8409532,-80.1839999"
Jimmy's East-Side Diner,Miami,0.9605081810792664,2.0,8.3,Diner,American Restaurant,,25.841409,-80.184161,"25.8409532,-80.1839999"
Doggi's Arepa Bar,Miami,0.9543591193412729,,8.5,Venezuelan Restaurant,,,25.842173,-80.18406,"25.8409532,-80.1839999"
Moshi Moshi,Miami,0.9693607096158603,2.0,8.3,Sushi Restaurant,,,25.841753,-80.184579,"25.8409532,-80.1839999"
Phuc Yea Viet-Cajun,Miami,0.945895324592713,2.0,8.1,Vietnamese Restaurant,,,25.84044,-80.184607,"25.8409532,-80.1839999"
Blue Collar,Miami,0.9389157861257377,3.0,8.8,New American Restaurant,,,25.837844,-80.184768,"25.8409532,-80.1839999"
El Bagel,Miami,0.9755627805067675,1.0,8.3,Bagel Shop,Restaurant,,25.839251,-80.1846,"25.8409532,-80.1839999"
BarMeli69,Miami,0.943686609887974,2.0,8.1,Mediterranean Restaurant,,,25.839185,-80.183989,"25.8409532,-80.1839999"
Luna Pasta,Miami,0.9332438067639679,2.0,8.3,Italian Restaurant,,,25.838559,-80.183994,"25.8409532,-80.1839999"
Ironside Pizza,Miami,0.9357882461038273,2.0,8.9,Italian Restaurant,Pizzeria,,25.844819,-80.188234,"25.8409532,-80.1839999"
Enriqueta's Sandwich Shop,Miami,0.989557196875994,1.0,8.7,Deli,Cuban Restaurant,Sandwich Spot,25.803912,-80.19144,"25.8033602,-80.1920503"
Beaker & Gray,Miami,0.9699438102979114,3.0,8.7,Cocktail Bar,New American Restaurant,Tapas Restaurant,25.802299,-80.194757,"25.8033602,-80.1920503"
SUGARCANE raw bar grill,Miami,0.9691840124394813,3.0,8.9,Sushi Restaurant,New American Restaurant,South American Restaurant,25.807479,-80.193408,"25.8033602,-80.1920503"
Veza Sur Brewing Co,Miami,0.9715340848853236,2.0,9.1,Bar,Brewery,Restaurant,25.801037,-80.196315,"25.8033602,-80.1920503"
Morgan's Restaurant,Miami,0.9659504541117433,2.0,8.2,Bistro,French Restaurant,New American Restaurant,25.8038,-80.194447,"25.8033602,-80.1920503"
The Salty Donut,Miami,0.9824363006679153,1.0,9.1,"Cafe, Coffee, and Tea House",Bagel Shop,Bakery,25.799594,-80.195979,"25.8033602,-80.1920503"
SuViche,Miami,0.9798035127398664,2.0,8.1,Sushi Restaurant,Peruvian Restaurant,,25.802954,-80.194858,"25.8033602,-80.1920503"
Mister 01,Miami,0.9827896950206736,1.0,8.7,Wine Bar,Pizzeria,Salad Restaurant,25.799204,-80.194658,"25.8033602,-80.1920503"
Lagniappe,Miami,0.9846626850902923,2.0,9.2,Wine Bar,Burger Joint,American Restaurant,25.809075,-80.191011,"25.8033602,-80.1920503"
Salumeria 104,Miami,0.9779658621055236,3.0,8.9,Italian Restaurant,,,25.80942,-80.192287,"25.8033602,-80.1920503"
Starbucks,Miami Beach,0.984685250495193,1.0,8.8,Coffee Shop,,,25.805179,-80.125078,"25.8047295,-80.1246196"
Broken Shaker,Miami Beach,0.9821730518382531,2.0,9.4,Cocktail Bar,American Restaurant,,25.804592,-80.126445,"25.8047295,-80.1246196"
Matador Room,Miami Beach,0.9539591284603121,3.0,8.5,Caribbean Restaurant,South American Restaurant,Tapas Restaurant,25.805042,-80.124305,"25.8047295,-80.1246196"
Ceviches by Divino,Miami Beach,0.9763273588096043,3.0,8.4,Gastropub,Dining and Drinking,Peruvian Restaurant,25.804615,-80.125066,"25.8047295,-80.1246196"
Twenty Seven,Miami Beach,0.9583071645973236,2.0,8.7,American Restaurant,,,25.804179,-80.126504,"25.8047295,-80.1246196"
The Living Room - Faena Hotel Miami Beach,Miami Beach,0.9577757379583555,3.0,8.7,Cocktail Bar,Lounge,Restaurant,25.807436,-80.123181,"25.8047295,-80.1246196"
Habitat,Miami Beach,0.9819798057877193,3.0,8.5,Music Venue,American Restaurant,Seafood Restaurant,25.798892,-80.1272,"25.8047295,-80.1246196"
